Time,Temp,B7,B8,B9,B10,B11,C7,C8,C9,C10,C11,D7,D8,D9,D10,D11,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11
12:09:10,37,1.122,0.565,0.229,0.293,0.649,0.107,0.085,0.084,0.086,0.084,1.088,0.458,0.15,0.219,0.647,1.087,1.113,1.16,0.971,1.088,0.101,0.096,0.109,0.1,0.127,0.501,0.563,0.513,0.475,0.485,0.084,0.086,0.085,0.085,0.084,0.637,0.611,0.643,0.61,0.552,0.083,0.085,0.085,0.085,0.085
12:19:10,37,1.118,0.565,0.233,0.295,0.648,0.136,0.085,0.084,0.086,0.084,1.088,0.459,0.153,0.221,0.647,1.088,1.117,1.164,0.967,1.087,0.101,0.095,0.108,0.1,0.12,0.505,0.565,0.519,0.478,0.481,0.084,0.086,0.085,0.084,0.084,0.641,0.615,0.647,0.614,0.545,0.083,0.085,0.085,0.085,0.085
12:29:10,37,1.115,0.564,0.23,0.293,0.649,0.106,0.085,0.084,0.086,0.084,1.09,0.46,0.156,0.226,0.648,1.093,1.12,1.169,0.969,1.091,0.105,0.096,0.108,0.1,0.134,0.508,0.567,0.523,0.48,0.488,0.084,0.086,0.085,0.085,0.084,0.648,0.618,0.65,0.617,0.552,0.083,0.085,0.085,0.085,0.085
12:39:10,37,1.112,0.563,0.233,0.295,0.648,0.107,0.085,0.084,0.086,0.084,1.093,0.461,0.159,0.224,0.649,1.098,1.126,1.175,0.97,1.097,0.109,0.096,0.108,0.1,0.134,0.51,0.569,0.527,0.485,0.489,0.084,0.086,0.085,0.085,0.084,0.654,0.624,0.655,0.622,0.557,0.083,0.085,0.085,0.085,0.085
12:49:10,37.1,1.109,0.562,0.237,0.299,0.647,0.105,0.085,0.084,0.086,0.084,1.095,0.462,0.161,0.228,0.649,1.1,1.128,1.179,0.968,1.098,0.109,0.096,0.108,0.1,0.128,0.514,0.571,0.531,0.487,0.493,0.084,0.086,0.085,0.085,0.084,0.658,0.627,0.657,0.625,0.556,0.083,0.085,0.085,0.085,0.085
12:59:10,37,1.104,0.561,0.237,0.302,0.646,0.106,0.085,0.084,0.086,0.084,1.095,0.464,0.163,0.232,0.648,1.103,1.131,1.183,0.968,1.099,0.108,0.097,0.108,0.104,0.095,0.516,0.573,0.533,0.489,0.49,0.084,0.086,0.085,0.085,0.084,0.66,0.63,0.664,0.629,0.559,0.083,0.085,0.085,0.085,0.085
13:09:10,37,1.103,0.561,0.238,0.301,0.645,0.107,0.085,0.084,0.086,0.084,1.097,0.465,0.165,0.232,0.648,1.107,1.136,1.188,0.97,1.104,0.109,0.095,0.108,0.104,0.095,0.517,0.578,0.539,0.492,0.494,0.084,0.086,0.085,0.085,0.084,0.663,0.634,0.669,0.634,0.561,0.083,0.085,0.085,0.085,0.085
13:19:10,37,1.099,0.56,0.242,0.303,0.645,0.106,0.085,0.084,0.086,0.084,1.096,0.465,0.168,0.235,0.647,1.11,1.14,1.192,0.969,1.105,0.11,0.095,0.108,0.104,0.095,0.519,0.59,0.542,0.495,0.5,0.084,0.086,0.085,0.085,0.084,0.664,0.639,0.673,0.637,0.562,0.083,0.085,0.085,0.085,0.085
13:29:10,37,1.096,0.56,0.243,0.309,0.643,0.107,0.085,0.084,0.086,0.084,1.097,0.466,0.169,0.235,0.647,1.113,1.143,1.197,0.97,1.109,0.107,0.096,0.108,0.105,0.095,0.519,0.598,0.544,0.498,0.5,0.084,0.086,0.085,0.085,0.084,0.666,0.642,0.675,0.642,0.566,0.083,0.085,0.085,0.085,0.085
13:39:10,37.1,1.094,0.558,0.244,0.31,0.642,0.112,0.085,0.084,0.086,0.084,1.096,0.467,0.172,0.236,0.646,1.116,1.148,1.201,0.969,1.111,0.102,0.095,0.108,0.102,0.095,0.52,0.585,0.546,0.5,0.503,0.084,0.086,0.086,0.085,0.084,0.668,0.644,0.677,0.644,0.567,0.083,0.085,0.085,0.085,0.085
13:49:10,37.1,1.091,0.559,0.245,0.31,0.642,0.106,0.085,0.084,0.086,0.084,1.096,0.469,0.172,0.238,0.645,1.12,1.152,1.205,0.972,1.115,0.103,0.096,0.108,0.1,0.094,0.52,0.588,0.548,0.505,0.507,0.084,0.086,0.085,0.085,0.084,0.669,0.648,0.679,0.649,0.573,0.083,0.085,0.085,0.085,0.085
13:59:10,37,1.089,0.558,0.246,0.314,0.641,0.107,0.086,0.084,0.086,0.084,1.095,0.469,0.177,0.239,0.644,1.122,1.155,1.21,0.972,1.117,0.104,0.095,0.107,0.099,0.094,0.521,0.587,0.549,0.508,0.507,0.084,0.086,0.085,0.085,0.084,0.67,0.655,0.68,0.653,0.576,0.083,0.085,0.085,0.085,0.085
14:09:10,37,1.086,0.557,0.25,0.318,0.64,0.106,0.085,0.084,0.086,0.084,1.094,0.469,0.175,0.238,0.643,1.126,1.16,1.214,0.974,1.12,0.103,0.095,0.107,0.099,0.095,0.521,0.589,0.55,0.508,0.51,0.084,0.086,0.085,0.085,0.084,0.671,0.661,0.682,0.661,0.579,0.083,0.085,0.085,0.085,0.085
14:19:10,37.1,1.084,0.558,0.252,0.32,0.639,0.107,0.085,0.084,0.086,0.084,1.093,0.471,0.177,0.239,0.642,1.13,1.162,1.218,0.975,1.123,0.105,0.096,0.107,0.099,0.094,0.522,0.589,0.551,0.511,0.513,0.084,0.086,0.085,0.085,0.084,0.672,0.663,0.684,0.664,0.584,0.083,0.085,0.085,0.085,0.085
14:29:10,37,1.08,0.557,0.255,0.32,0.638,0.107,0.085,0.084,0.086,0.084,1.092,0.472,0.178,0.242,0.642,1.13,1.166,1.221,0.973,1.125,0.104,0.096,0.107,0.1,0.094,0.523,0.59,0.551,0.511,0.515,0.084,0.086,0.085,0.085,0.084,0.673,0.664,0.685,0.665,0.588,0.083,0.085,0.085,0.085,0.085
14:39:10,37,1.078,0.557,0.253,0.322,0.637,0.107,0.086,0.084,0.086,0.084,1.09,0.472,0.179,0.241,0.641,1.133,1.169,1.226,0.974,1.128,0.105,0.095,0.107,0.1,0.093,0.523,0.591,0.552,0.512,0.516,0.084,0.086,0.086,0.085,0.084,0.674,0.666,0.686,0.667,0.592,0.083,0.085,0.085,0.085,0.085
14:49:10,37.1,1.076,0.556,0.258,0.329,0.636,0.107,0.085,0.084,0.086,0.084,1.088,0.473,0.181,0.244,0.641,1.135,1.173,1.227,0.974,1.131,0.108,0.098,0.107,0.1,0.094,0.523,0.592,0.553,0.513,0.517,0.084,0.086,0.085,0.085,0.084,0.674,0.668,0.688,0.67,0.596,0.083,0.085,0.085,0.085,0.085
14:59:10,37.1,1.074,0.555,0.261,0.328,0.635,0.107,0.086,0.084,0.086,0.084,1.088,0.475,0.18,0.243,0.639,1.14,1.176,1.231,0.977,1.134,0.112,0.096,0.107,0.1,0.093,0.525,0.593,0.555,0.515,0.519,0.084,0.086,0.085,0.085,0.084,0.678,0.67,0.69,0.671,0.6,0.083,0.085,0.085,0.085,0.085
15:09:10,37.1,1.072,0.554,0.261,0.329,0.634,0.107,0.085,0.084,0.086,0.084,1.09,0.474,0.18,0.243,0.639,1.144,1.183,1.234,0.979,1.137,0.11,0.097,0.107,0.101,0.094,0.526,0.594,0.557,0.515,0.52,0.084,0.086,0.085,0.085,0.084,0.678,0.671,0.691,0.673,0.604,0.083,0.085,0.085,0.085,0.085
15:19:10,37.1,1.07,0.553,0.263,0.333,0.633,0.107,0.086,0.084,0.086,0.084,1.091,0.476,0.184,0.246,0.638,1.146,1.184,1.237,0.979,1.139,0.103,0.097,0.107,0.105,0.092,0.526,0.595,0.558,0.516,0.521,0.084,0.086,0.086,0.085,0.084,0.678,0.672,0.692,0.673,0.607,0.083,0.086,0.085,0.085,0.085
15:29:10,37.1,1.068,0.551,0.266,0.339,0.632,0.107,0.085,0.084,0.086,0.084,1.09,0.476,0.182,0.248,0.638,1.149,1.187,1.238,0.979,1.141,0.106,0.095,0.106,0.1,0.092,0.527,0.597,0.559,0.517,0.521,0.084,0.086,0.085,0.085,0.084,0.679,0.674,0.692,0.674,0.61,0.083,0.086,0.085,0.085,0.085
15:39:10,37.1,1.065,0.55,0.268,0.337,0.632,0.107,0.086,0.084,0.086,0.084,1.088,0.477,0.183,0.25,0.636,1.153,1.192,1.242,0.982,1.144,0.113,0.096,0.106,0.102,0.092,0.528,0.599,0.561,0.518,0.522,0.084,0.086,0.086,0.085,0.084,0.681,0.674,0.692,0.676,0.614,0.083,0.086,0.085,0.085,0.085
15:49:10,37,1.064,0.549,0.269,0.339,0.63,0.107,0.086,0.084,0.086,0.084,1.086,0.477,0.186,0.253,0.637,1.155,1.194,1.246,0.983,1.146,0.11,0.095,0.106,0.103,0.093,0.529,0.6,0.561,0.519,0.522,0.084,0.086,0.086,0.085,0.084,0.68,0.676,0.694,0.676,0.618,0.083,0.085,0.085,0.085,0.085
15:59:10,37.1,1.062,0.549,0.27,0.345,0.63,0.107,0.086,0.084,0.086,0.084,1.083,0.478,0.186,0.255,0.637,1.158,1.196,1.247,0.985,1.148,0.105,0.095,0.107,0.094,0.093,0.53,0.601,0.563,0.52,0.523,0.084,0.086,0.086,0.085,0.084,0.682,0.676,0.695,0.678,0.622,0.083,0.086,0.085,0.085,0.085
16:09:10,37,1.06,0.547,0.273,0.347,0.629,0.107,0.086,0.084,0.086,0.084,1.079,0.48,0.186,0.256,0.637,1.16,1.2,1.25,0.987,1.152,0.11,0.095,0.106,0.098,0.092,0.53,0.602,0.565,0.522,0.525,0.084,0.086,0.086,0.085,0.084,0.683,0.677,0.695,0.679,0.626,0.083,0.086,0.085,0.085,0.085
16:19:10,37,1.058,0.546,0.276,0.348,0.628,0.107,0.086,0.084,0.086,0.084,1.077,0.483,0.187,0.258,0.637,1.163,1.204,1.252,0.99,1.156,0.105,0.095,0.106,0.093,0.092,0.532,0.604,0.566,0.522,0.526,0.084,0.086,0.086,0.085,0.084,0.683,0.679,0.696,0.68,0.63,0.083,0.085,0.085,0.085,0.085
16:29:10,37,1.056,0.545,0.278,0.35,0.627,0.107,0.086,0.084,0.086,0.084,1.073,0.485,0.189,0.265,0.638,1.165,1.206,1.252,0.991,1.159,0.1,0.096,0.106,0.092,0.093,0.532,0.604,0.567,0.523,0.526,0.084,0.086,0.085,0.085,0.084,0.699,0.679,0.696,0.68,0.634,0.083,0.086,0.085,0.085,0.085
16:39:10,37.1,1.054,0.544,0.279,0.356,0.626,0.107,0.086,0.084,0.086,0.084,1.07,0.486,0.187,0.267,0.637,1.168,1.21,1.255,0.993,1.161,0.106,0.095,0.106,0.093,0.093,0.533,0.606,0.569,0.524,0.527,0.084,0.086,0.086,0.085,0.084,0.704,0.68,0.697,0.68,0.638,0.083,0.086,0.085,0.085,0.085
16:49:10,37.1,1.053,0.542,0.281,0.357,0.625,0.107,0.086,0.084,0.086,0.084,1.067,0.487,0.189,0.269,0.636,1.169,1.21,1.257,0.995,1.163,0.099,0.095,0.106,0.092,0.093,0.535,0.606,0.57,0.526,0.529,0.084,0.086,0.086,0.085,0.084,0.708,0.682,0.697,0.683,0.642,0.083,0.086,0.085,0.085,0.085
16:59:10,37,1.051,0.541,0.284,0.359,0.624,0.107,0.086,0.084,0.086,0.084,1.064,0.487,0.192,0.272,0.635,1.172,1.213,1.259,0.996,1.164,0.099,0.096,0.106,0.092,0.093,0.535,0.615,0.572,0.525,0.529,0.084,0.086,0.085,0.085,0.084,0.709,0.682,0.697,0.683,0.648,0.083,0.085,0.085,0.085,0.085
17:09:10,37.1,1.049,0.54,0.286,0.362,0.623,0.106,0.086,0.084,0.086,0.084,1.061,0.488,0.19,0.272,0.633,1.173,1.215,1.258,0.998,1.166,0.106,0.095,0.106,0.094,0.092,0.535,0.608,0.571,0.526,0.53,0.084,0.086,0.086,0.085,0.084,0.709,0.682,0.696,0.683,0.655,0.083,0.085,0.085,0.085,0.085
17:19:10,37,1.047,0.539,0.288,0.367,0.622,0.131,0.085,0.084,0.086,0.084,1.058,0.488,0.188,0.273,0.634,1.175,1.216,1.26,0.999,1.167,0.099,0.095,0.105,0.099,0.092,0.538,0.609,0.571,0.527,0.529,0.084,0.086,0.086,0.085,0.084,0.708,0.683,0.711,0.683,0.659,0.083,0.085,0.085,0.085,0.085
17:29:10,37.1,1.046,0.538,0.289,0.368,0.621,0.107,0.086,0.084,0.086,0.084,1.055,0.488,0.19,0.279,0.634,1.177,1.216,1.261,1.001,1.169,0.107,0.095,0.105,0.095,0.093,0.538,0.61,0.573,0.528,0.531,0.084,0.086,0.085,0.085,0.084,0.709,0.684,0.718,0.684,0.661,0.083,0.085,0.085,0.085,0.085
17:39:10,37,1.044,0.537,0.293,0.371,0.621,0.107,0.086,0.084,0.086,0.084,1.052,0.488,0.191,0.281,0.632,1.179,1.218,1.261,1.002,1.171,0.105,0.095,0.105,0.092,0.093,0.538,0.614,0.575,0.529,0.532,0.084,0.086,0.086,0.085,0.084,0.709,0.7,0.72,0.692,0.663,0.083,0.085,0.085,0.085,0.085
17:49:10,37.1,1.042,0.535,0.295,0.373,0.62,0.107,0.086,0.084,0.086,0.084,1.049,0.487,0.19,0.281,0.631,1.179,1.22,1.259,1.004,1.171,0.102,0.094,0.105,0.093,0.092,0.538,0.615,0.577,0.529,0.532,0.084,0.086,0.086,0.085,0.084,0.707,0.706,0.721,0.703,0.664,0.083,0.085,0.085,0.085,0.085
17:59:10,37,1.041,0.534,0.296,0.377,0.618,0.11,0.086,0.084,0.086,0.084,1.046,0.487,0.191,0.282,0.63,1.182,1.222,1.261,1.006,1.174,0.108,0.095,0.105,0.091,0.092,0.539,0.615,0.578,0.53,0.533,0.084,0.086,0.086,0.085,0.084,0.709,0.709,0.721,0.708,0.667,0.083,0.086,0.085,0.085,0.085
18:09:10,37.1,1.039,0.533,0.3,0.379,0.618,0.106,0.086,0.084,0.086,0.084,1.044,0.486,0.194,0.284,0.63,1.182,1.222,1.259,1.006,1.174,0.107,0.095,0.105,0.092,0.092,0.54,0.616,0.579,0.531,0.534,0.084,0.086,0.085,0.085,0.084,0.713,0.711,0.722,0.71,0.667,0.083,0.086,0.085,0.085,0.085
